uid,facname,factype,latitude,longitude
63474,P.S. 246 Poe Center,Elementary School - Public,40.865988,-73.895168
155021,P.S./M.S. 029 Melrose School,K-8 School - Public,40.821559,-73.916815
33328,"Elementary School For Math, Science, And Technology",Elementary School - Public,40.855331,-73.903211
136817,P.S. 77 Lower Lab School,Elementary School - Public,40.785012,-73.950031
40219,Icahn Charter School 1,Charter School,40.839232,-73.904912
138611,P.S. 057 Crescent,Elementary School - Public,40.848698,-73.888976
108857,Voyages Preparatory,High school - Public,40.74336,-73.871498
106864,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle School - Public,40.823479,-73.859903
31179,Success Academy-Harlem East,Charter School,40.79601,-73.944567
178740,Central Brooklyn Ascend Charter,Charter School,40.63872,-73.948984
125806,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle School - Public,40.78938,-73.968099
170024,Mott Hall Bridges Academy,Junior High-Intermediate-Middle School - Public,40.666321,-73.911235
110759,The Urban Assembly School For Green Careers,High school - Public,40.785965,-73.97405
45068,Middle College High School At Laguardia Community College,High school - Public,40.742183,-73.936448
115064,New Public School,Elementary School,40.594911,-73.771887
166100,I.S. 230,Junior High-Intermediate-Middle School - Public,40.753242,-73.892233
5523,Explore Exceed Charter School,K-8 School - Charter,40.664913,-73.959596
9492,PS 40,Special Education School,40.640933,-74.095332
136716,P.S./M.S. 004 Crotona Park West,K-8 School - Public,40.841185,-73.898478
18934,Elementary School,Elementary School,40.878253,-73.90626
100105,P.S. 109 Sedgwick,Elementary School - Public,40.85163,-73.918759
83204,P.S. 017 Henry David Thoreau,Elementary School - Public,40.768155,-73.922663
103352,Central Brooklyn Ascend Charter 3,Charter School,40.662068,-73.920714
92603,Achievement First Brownsville Charter School,K-12 all grades School - Charter,40.67163,-73.893332
47361,Democracy Prep Charter School,K-12 all grades School - Charter,40.813302,-73.93783
123993,Achievement First Apollo Middle Char,Charter School,40.67163,-73.893332
134892,Stem Institute Of Manhattan,Elementary School - Public,40.801583,-73.955494
63226,Milton Fein School,Elementary School - Public,40.881542,-73.905724
8567,Success Academy Charter School - Harlem 3,K-8 School - Charter,40.785119,-73.942246
134896,The Opportunity Charter School,Secondary School - Charter,40.801583,-73.955494
116384,Special Education School,Special Education School,40.747414,-73.992824
99299,High School Of Language And Innovation,High school - Public,40.860381,-73.860302
121619,"Urban Assembly School Of Business For Young Women, The",High school - Public,40.70544,-74.012887
135790,Girls Prep Charter Sch-Bronx,Charter School,40.816099,-73.901928
123500,Orchard Collegiate Academy,High school - Public,40.713378,-73.986216
91329,P.S. 095 The Gravesend,K-8 School - Public,40.595903,-73.974846
117514,P.S. 452,Elementary School - Public,40.780878,-73.977819
104953,I.S. 232,Junior High-Intermediate-Middle School - Public,40.849464,-73.915519
136887,Gregorio Luperon High School For Science And Mathematics,High school - Public,40.838382,-73.938575
101742,Achievement First Linden Charter Sch,Charter School,40.659744,-73.885656
77663,Pioneer Academy,Elementary School - Public,40.749167,-73.865788
61373,Queens United Middle School,Junior High-Intermediate-Middle School - Public,40.672562,-73.743138
94147,P.S. 169 Sunset Park,Elementary School - Public,40.645813,-74.001666
40746,Harvest Collegiate High School,High school - Public,40.736418,-73.995737
77420,"Magnet School Of Math, Science And Design Technology",Elementary School - Public,40.660858,-73.986007
115854,Academy For Young Writers,Secondary School - Public,40.657302,-73.874038
101393,I.S. 364 Gateway,Junior High-Intermediate-Middle School - Public,40.646276,-73.878954
114546,Urban Assembly School For Music And Art,High school - Public,40.697378,-73.984527
30233,P.S. 189,Elementary School - Public,40.852959,-73.927857
31548,Success Acad Charter Sch-Crown Hgts,Charter School,40.666038,-73.949215
102792,Research And Service High School,High school - Public,40.678931,-73.931599
163841,PS 396,Special Education School,40.648946,-73.956932
39350,P.S. 039 Henry Bristow,Elementary School - Public,40.668659,-73.982936
8591,P.S. 050 Vito Marcantonio,K-8 School - Public,40.785632,-73.940974
30832,P.S. 229 Dyker,K-8 School - Public,40.610352,-74.0135
137,John Bowne High School,High school - Public,40.73869,-73.823963
101554,The Riverside School For Makers And Artists,K-8 School - Public,40.771719,-73.987602
80698,Growing Up Green Middle Charter Scho,Charter School,40.760658,-73.939835
180402,Village Academy Charter High School,Charter School,40.798329,-73.932629
82801,P.S. X014 Senator John Calandra,Elementary School - Public,40.835279,-73.825898
60987,P.S. 268 Emma Lazarus,Elementary School - Public,40.657246,-73.927665
129513,P.S./I.S. 78q,K-8 School - Public,40.74722,-73.955614
112951,P.S. 206 The Horace Harding School,Elementary School - Public,40.734108,-73.861004
83120,PS 82/86 Annex,Elementary School,40.702901,-73.805058
8457,Bronx International High School,High school - Public,40.82726,-73.903853
154097,Adult Train Ctr (Old Girl Sch),Educational Skills Center,40.681436,-73.949414
73029,Lower East Side Preparatory High School,High school - Public,40.720182,-73.98597
170826,Central Brooklyn Ascend Charter Ms,Charter School,40.63978,-73.94883
151475,Kipp Infinity Charter School,K-12 all grades School - Charter,40.819779,-73.957064
115511,Success Academy Crown Heights (Brooklyn 7),Elementary School - Charter,40.665915,-73.949225
82696,P.S. 038 The Pacific,Elementary School - Public,40.684962,-73.982817
64232,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle School - Public,40.710411,-73.811821
68254,The Queens School For Leadership And Excellence,Elementary School - Public,40.708475,-73.798368
63566,P.S. 273,Elementary School - Public,40.693615,-73.844345
123665,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle School - Public,40.873203,-73.831747
100105,P.S. 109 Sedgwick,Elementary School - Public,40.85163,-73.918759
110774,M.S. 243 Center School,Junior High-Intermediate-Middle School - Public,40.785102,-73.973863
193767,P.S. 115 Alexander Humboldt,Elementary School - Public,40.846159,-73.935114
88537,P.S. 011 Highbridge,Elementary School - Public,40.842404,-73.924567
104770,P.S./I.S. 266,K-8 School - Public,40.745546,-73.728123
137247,P.S. 179,Elementary School - Public,40.809207,-73.920079
83788,P.S. 253,Elementary School - Public,40.580015,-73.961837
77516,Community Partnership Charter School,K-8 School - Charter,40.689724,-73.961096
4251,John Jay School For Law,High school - Public,40.669308,-73.978695
104844,P.S. 043,K-8 School - Public,40.594062,-73.761393
81302,The Peck Slip School,Elementary School - Public,40.708634000000004,-74.001925
163340,East Harlem Scholars Academy Cs II,Charter School,40.793792,-73.948791
90227,Explore Empower Charter Sch,Charter School,40.672787,-73.928459
88474,P.S./M.S. 194,K-8 School - Public,40.835156,-73.846563
77328,P.S. 028 The Warren Prep Academy,Elementary School - Public,40.678414,-73.920181
103332,M.S. 390,Junior High-Intermediate-Middle School - Public,40.85426,-73.913024
85975,P.S. 196,Elementary School - Public,40.830795,-73.877399
115863,Spring Creek Community School,Secondary School - Public,40.657302,-73.874038
61815,Achievement First Apollo Charter School,K-8 School - Charter,40.67163,-73.893332
49556,Imagine Me Leadership Charter School,Charter School,40.660065,-73.883491
30806,P.S./I.S. 30 Mary White Ovington,K-8 School - Public,40.633568,-74.02439
63491,Elementary School,Elementary School,40.866314,-73.890867
123633,Bronx Alliance Middle School,Junior High-Intermediate-Middle School - Public,40.886165,-73.84043
110772,Success Academy Charter School - Upper West,K-8 School - Charter,40.763798,-73.990398
106893,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle School - Public,40.859564,-73.906273
74452,Leadership Preparatory Ocean Hill Charter School,K-12 all grades School - Charter,40.672279,-73.906075
91394,East Bronx Academy For The Future,Secondary School - Public,40.836821,-73.887685
134890,Opportunity Charter School,Charter School,40.801651,-73.955083
172984,Young Leaders Elementary School,Elementary School - Public,40.809207,-73.920079
62446,Bronx Writing Academy,Junior High-Intermediate-Middle School - Public,40.832255,-73.9142
102739,P.S. 153 Adam Clayton Powell,Elementary School - Public,40.826479,-73.94754
24457,Emblaze Academy Charter School,Charter School,40.850056,-73.850782
117498,The Anderson School,K-8 School - Public,40.780878,-73.977819
87076,P.S. 133 William A. Butler,Elementary School - Public,40.680119,-73.980633
123611,Bronx Charter Sch Better Learning,Charter School,40.884512,-73.839848
157878,P.S. 106 Edward Everett Hale,Elementary School - Public,40.693674,-73.912678
55312,Archer Elementary School,Elementary School - Public,40.838197,-73.866045
31544,Bedford Stuy Collegiate Charter Sch,Charter School,40.687968,-73.932386
115086,"Edgemere URA, Site #5",Elementary School,40.59462,-73.771834
163976,PS 117 & Playground,Elementary School,40.710398,-73.813012
136195,P.S. 036 Margaret Douglas,Elementary School - Public,40.810659,-73.957355
103609,Bronx Dance Academy School,Junior High-Intermediate-Middle School - Public,40.885361,-73.878056
107357,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle School - Public,40.671005,-73.845718
97538,Bronx Theatre High School,High school - Public,40.877239,-73.91312
64674,PS 222,Elementary School,40.750443,-73.879992
116787,Urban Assembly Gateway School For Technology,High school - Public,40.763798,-73.990398
5082,Brooklyn High School For Leadership And Community Service,High school - Public,40.692048,-73.95844
172997,"Technology, Arts, And Sciences Studio",Junior High-Intermediate-Middle School - Public,40.72989,-73.98423
25602,P.S. 131 Abigail Adams,Elementary School - Public,40.717161,-73.793844000000007
69870,P.S. 088 Seneca,Elementary School - Public,40.70408,-73.896404
41856,Christopher Avenue Community School,Elementary School - Public,40.672279,-73.906075
97116,A.C.E. Academy For Scholars At The Geraldine Ferraro Campus,Elementary School - Public,40.712646,-73.908267
121693,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle School - Public,40.70544,-74.012887
195876,Brilla College Prep Charter Ms,Charter School,40.815385,-73.919945
108913,P.S. 163 Arthur A. Schomburg,Elementary School - Public,40.851747,-73.898834
135925,P.S. 018 John Peter Zenger,Elementary School - Public,40.816261,-73.922647
162249,New Ventures Charter School,Charter School,40.605385,-74.179408
95561,Arturo A. Schomburg Satellite Academy Bronx,High school - Public,40.823276,-73.898313
53697,Boys Prep Charter School Of NY,Charter School,40.820437,-73.927132
124333,P.S. 149 Danny Kaye,Elementary School - Public,40.668415,-73.894584
64768,P.S. 069 Jackson Heights,Elementary School - Public,40.748834,-73.888591
100166,PS 14 Plgd R-61,Elementary School,40.622233,-74.07903
115571,High School Of Hospitality Management,High school - Public,40.765673,-73.993167
83430,P.S. 69 Vincent D. Grippo School,Elementary School - Public,40.632422,-74.009695
135781,P.S. 062 Inocensio Casanova,Elementary School - Public,40.813851,-73.900225
162927,P.S. 90 Edna Cohen School,Elementary School - Public,40.578134,-73.980123
134391,Yorkville Community School,Elementary School - Public,40.777928,-73.947299
82256,P.S. 129 Patricia Larkin,Elementary School - Public,40.790093,-73.839618
81119,Bayside HS,Academic High School,40.770983,-73.782224
104987,The Bronx School Of Young Leaders,Junior High-Intermediate-Middle School - Public,40.851387,-73.910769
109746,Amistad Dual Language School,K-8 School - Public,40.866366,-73.9239
8334,Mott Hall II,Junior High-Intermediate-Middle School - Public,40.802609,-73.96598
73211,P.S. 042 Benjamin Altman,Elementary School - Public,40.716104,-73.990877
78853,P.S. 005 Dr. Ronald Mcnair,Elementary School - Public,40.685336,-73.922605
125039,PS 52 & Playground,Elementary School,40.582417,-74.088622
97457,P.S. 071 Forest,Elementary School - Public,40.711406,-73.904784
196835,Neighborhood Charter School Of Harle,Charter School,40.807536,-73.947407
101770,P.S. 213 New Lots,Elementary School - Public,40.660076,-73.890195
73273,Validus Preparatory Academy,High school - Public,40.839461,-73.901871
5597,J.H.S. 014 Shell Bank,Junior High-Intermediate-Middle School - Public,40.59351,-73.938145
88688,Middle School Of Marketing And Legal Studies,Junior High-Intermediate-Middle School - Public,40.658896,-73.928745
107580,P.S. 159 Isaac Pitkin,Elementary School - Public,40.67602,-73.869675
137,John Bowne High School,High school - Public,40.73869,-73.823963
60016,I.S. 211 John Wilson,Junior High-Intermediate-Middle School - Public,40.643221,-73.895665
48312,P.S. 018 Winchester,Elementary School - Public,40.731777,-73.732262
83578,Alfred E. Smith Career And Technical Education High School,High school - Public,40.818635,-73.91989
63911,Richmond Hill High School,High school - Public,40.694934,-73.833726
84458,P.S. 214 Cadwallader Colden,Elementary School - Public,40.770147,-73.828141
162680,The Brooklyn School For Math And Research,High school - Public,40.696813,-73.911847
83473,Success Academy Fort Greene (Brooklyn 5),Elementary School - Charter,40.696913,-73.976026
73018,P.S. 072 Dr. William Dorney,Elementary School - Public,40.823164,-73.81814
156781,Stradford Prep Charter School - Boys,Charter School,40.853496,-73.827468
159243,Success Acad Charter Sch-Harlem 2,Charter School,40.805861,-73.935416
116681,Stuyvesant High School,High school - Public,40.718009,-74.013827
30235,High School For Law And Public Service,High school - Public,40.855599,-73.926191
115117,P.S. 196 Grand Central Parkway,Elementary School - Public,40.722839,-73.837613
109809,I.S. 218 Salome Urena,Junior High-Intermediate-Middle School - Public,40.860897,-73.930016
86831,Origins High School,High school - Public,40.593497,-73.93671
104730,Creedmoor PSychiatric Center,Intermediate School,40.741235,-73.728844
63849,P.S. 100 Glen Morris,Elementary School - Public,40.679779,-73.821592
136748,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle School - Public,40.836359,-73.892784
